time	Abderitidae	Abrocomidae	Acaremyidae	Achaenodontidae	Acrobatidae	Adalatheriidae	Adapidae	Adapisoricidae	Adapisoriculidae	Adianthidae	Aegyptonycteridae	Aetiocetidae	Afrohypselodontidae	Afrotarsiidae	Agorophiidae	Agoutidae	Agriochoeridae	Ailuridae	Alagomyidae	Albionbaataridae	Albireonidae	Alcidedorbignyidae	Allodelphinidae	Allodontidae	Allomyidae	Alphadontidae	Ambulocetidae	Amphicyonidae	Amphidontidae	Amphilemuridae	Amphilestidae	Amphimerycidae	Amphipithecidae	Amphitheriidae	Amynodontidae	Anagalidae	Anatoliadelphyidae	Anomalomyidae	Anomaluridae	Anoplotheriidae	Anthracotheriidae	Antilocapridae	Apatemyidae	Apheliscidae	Aplodontidae	Apternodontidae	Aquiladelphidae	Arboroharamiyidae	Archaeohyracidae	Archaeolambdidae	Archaeolemuridae	Archaeomerycidae	Archaeonycteridae	Archaeopithecidae	Archicebidae	Arctocyonidae	Arctostylopidae	Arginbaataridae	Argyrolagidae	Armintomyidae	Arsinoitheriidae	Ashleycetidae	Astrapotheriidae	Atelidae	Azibiidae	Balaenidae	Balaenopteridae	Balbaridae	Barbourofelidae	Barylambdidae	Barytheriidae	Basilosauridae	Bathyergidae	Bemalambdidae	Bobolestidae	Boffiidae	Bonapartheriidae	Bondesiidae	Borhyaenidae	Bovidae	Bradypodidae	Brontotheriidae	Burramyidae	Caenolestidae	Cainotheriidae	Calomyscidae	Camelidae	Campanorcidae	Canidae	Capromyidae	Carodniidae	Carpolestidae	Casamiquelidae	Castoridae	Caviidae	Cebidae	Cebochoeridae	Cephalomyidae	Cercopithecidae	Cervidae	Cetotheriidae	Chalicotheriidae	Changlelestidae	Chapattimyidae	Cheirogaleidae	Chinchillidae	Chlamyphoridae	Choeropotamidae	Chriacidae	Chrysochloridae	Cimolestidae	Cimolodontidae	Cimolomyidae	Climacoceratidae	Coendidae	Conoryctidae	Corriebaataridae	Coryphodontidae	Cricetidae	Ctenodactylidae	Ctenomyidae	Cuniculidae	Cyclopedidae	Cylindrodontidae	Cyriacotheriidae	Dalpiazinidae	Dasypodidae	Dasyproctidae	Dasyuridae	Decipomyidae	Deinotheriidae	Delphinidae	Deltatheridiidae	Dendropithecidae	Deperetellidae	Derorhynchidae	Desmatophocidae	Desmostylidae	Diacodexeidae	Diatomyidae	Dichobunidae	Didelphidae	Didolodontidae	Dimylidae	Dinomyidae	Dipodidae	Diprotodontidae	Distylomyidae	Djadochtatheriidae	Djebelemuridae	Donodontidae	Dryolestidae	Dugongidae	Echimyidae	Echinomyidae	Eggysodontidae	Ekgmowechashalidae	Ektopodontidae	Elephantidae	Eleutherodontidae	Emballonuridae	Entelodontidae	Eoastrapostylopidae	Eobaataridae	Eocardiidae	Eomyidae	Eomysticetidae	Eoplatanistidae	Eosimiidae	Epoicotheriidae	Equidae	Erethizontidae	Erinaceidae	Escavadodontidae	Eschrichtiidae	Esthonychidae	Eucosmodontidae	Eurhinodelphinidae	Eurymylidae	Eutypomyidae	Felidae	Florentiamyidae	Galagidae	Gaudeamuridae	Gelocidae	Geolabididae	Geomyidae	Giraffidae	Glasbiidae	Gliridae	Glyptatelidae	Glyptodontidae	Gobiconodontidae	Gobiomyidae	Gomphotheriidae	Gypsonictopidae	Hahnodontidae	Hahnotheriidae	Hapalodectidae	Haplodontheriidae	Haramyidae	Harpyodidae	Hassianycterididae	Hegetotheriidae	Helaletidae	Heliscomyidae	Helohyidae	Henosferidae	Henricosborniidae	Herpestidae	Herpetotheriidae	Heteromyidae	Heterosoricidae	Hippopotamidae	Hipposideridae	Holoclemensiidae	Homacodontidae	Homalodotheriidae	Hominidae	Homunculidae	Horolodectidae	Hyaenidae	Hyaenodontidae	Hyainailouridae	Hydrochoeridae	Hylobatidae	Hyopsodontidae	Hypertragulidae	Hypisodontidae	Hypsiprymnodontidae	Hyrachyidae	Hyracodontidae	Hystricidae	Icaronycteridae	Ilariidae	Indolophidae	Indriidae	Iniidae	Interatheriidae	Inticetidae	Ischyromyidae	Isotemnidae	Jaskhadelphyidae	Jeholodentidae	Kekenodontidae	Kelbidae	Kentriodontidae	Kermackiidae	Kermackodontidae	Klameliidae	Kogaionidae	Kogiidae	Kollikodontidae	Lagomerycidae	Lambdopsalidae	Laredomyidae	Lemuridae	Leontiniidae	Leporidae	Leptictidae	Leptochoeridae	Leptomerycidae	Lipotidae	Llanocetidae	Lophialetidae	Lophiodontidae	Lophiomerycidae	Lorisidae	Louisinidae	Macraucheniidae	Macropodidae	Macroscelididae	Malleodectidae	Mammalodontidae	Mammutidae	Manidae	Maradidae	Mayulestidae	Megadermatidae	Megaladapidae	Megalonychidae	Megatheriidae	Mephitidae	Merycoidodontidae	Mesonychidae	Mesotheriidae	Mesungulatidae	Metacheiromyidae	Miacidae	Microbiotheriidae	Microcosmodontidae	Micromomyidae	Micropternodontidae	Microsyopidae	Mimolagidae	Mimotonidae	Mingotheriidae	Miralinidae	Mirocetidae	Mixodectidae	Mixtotheriidae	Moeritheriidae	Molossidae	Monodontidae	Mormoopidae	Moschidae	Mozomuridae	Mukupirnidae	Muridae	Mustelidae	Mylagaulidae	Mylodontidae	Myocastoridae	Myohyracidae	Myophiomyidae	Myrmecophagidae	Mystacinidae	Mystacodontidae	Natalidae	Necromantidae	Nementchamyidae	Neoepiblemidae	Neoplagiaulacidae	Nesophontidae	Nimravidae	Noctilionidae	Nonanomaluridae	Notharctidae	Nothrotheriidae	Notonychopidae	Notopithecidae	Notostylopidae	Numbigilgidae	Numidotheriidae	Nycteridae	Nycterididae	Nyctitheriidae	Ochotonidae	Octodontidae	Odobenidae	Odobenocetopsidae	Oldfieldthomasiidae	Oligopithecidae	Oligoryctidae	Omomyidae	Onychonycteridae	Ornithorhynchidae	Oromerycidae	Orycteropodidae	Otariidae	Oxyaenidae	Pachyarmatheriidae	Pachynolophidae	Pakicetidae	Palaechthonidae	Palaeochiropterygidae	Palaeogalidae	Palaeomastodontidae	Palaeomerycidae	Palaeopeltidae	Palaeopropithecidae	Palaeoryctidae	Palaeothentidae	Palaeotheriidae	Paleoparadoxiidae	Palorchestidae	Pampatheriidae	Panochthidae	Pantolambdidae	Pantolambdodontidae	Pantolestidae	Pappotheriidae	Paraceratheriidae	Paramyidae	Parapithecidae	Parapternodontidae	Paromomyidae	Paroxyclaenidae	Pastoralodontidae	Patriocetidae	Patriomanidae	Paulchoffatiidae	Paurodontidae	Pedetidae	Pediomyidae	Peltephilidae	Pentacodontidae	Peradectidae	Peramelidae	Peramuridae	Percrocutidae	Periptychidae	Perutheriidae	Petauridae	Petromuridae	Phalangeridae	Phascolarctidae	Phenacodontidae	Philisidae	Phiomyidae	Phocidae	Phocoenidae	Phosphatheriidae	Phyllostomidae	Physeteridae	Pichipilidae	Picopsidae	Picrodontidae	Picromomyidae	Pilkipildridae	Pinheirodontidae	Pipestoneomyidae	Pitheciidae	Plagiaulacidae	Plagiomenidae	Platanistidae	Plesiadapidae	Plesiosoricidae	Pleuraspidotheriidae	Pliohyracidae	Pliopithecidae	Polydolopidae	Pontoporiidae	Potamogalidae	Potoroidae	Praetragulidae	Prepidolopidae	Prionogalidae	Proborhyaenidae	Procaviidae	Proconsulidae	Procyonidae	Prodinoceratidae	Propalaehoplophoridae	Propliopithecidae	Prorastomidae	Proscalopidae	Proteopithecidae	Proterotheriidae	Protoceratidae	Protocetidae	Protodidelphidae	Protolipternidae	Protoptychidae	Protosirenidae	Protypotheriidae	Pseudictopidae	Pseudocheiridae	Pseudoglyptodontidae	Pseudorhyncocyonidae	Pseudosciuridae	Pteropodidae	Ptilodontidae	Ptolemaiidae	Pucadelphydae	Purgatoriidae	Pyrotheriidae	Raoellidae	Reithroparamyidae	Remingtonocetidae	Remyidae	Rhinocerotidae	Rhinolophidae	Rhinopomatidae	Rhombomylidae	Rhynchocyonidae	Robiacinidae	Rosendolopidae	Saadaniidae	Sanitheriidae	Sarcodontidae	Saxonellidae	Sciuravidae	Sciuridae	Shuotheriidae	Sillustaniidae	Simimyidae	Simocetidae	Siphneidae	Sivaladapidae	Sloanbaataridae	Solenodontidae	Soricidae	Spalacidae	Spalacotheriidae	Sparnotheriodontidae	Squalodelphinidae	Squalodontidae	Squaloziphiidae	Stagodontidae	Stegodontidae	Sternbergiidae	Strenulagidae	Stylinodontidae	Sudamericidae	Suidae	Tachyglossidae	Taeniolabididae	Talpidae	Tamquammyidae	Tanzanycterididae	Tapiridae	Tarsiidae	Tayassuidae	Tenrecidae	Thereuodontidae	Theridomyidae	Thryonomyidae	Thylacinidae	Thylacoleonidae	Thylacomyidae	Thylacosmilidae	Thyropteridae	Tinodontidae	Titanohyracidae	Titanoideidae	Todralestidae	Toliapinidae	Toxodontidae	Tragulidae	Tranatocetidae	Trichechidae	Triconodontidae	Trigonostylopidae	Triisodontidae	Tupaiidae	Uintatheriidae	Ursidae	Vespertilionidae	Victoriapithecidae	Vincelestidae	Viverravidae	Viverridae	Vombatidae	Waipatiidae	Woodburnodontidae	Wynyardiidae	Xenorophidae	Xiphodontidae	Yalkaparidontidae	Yaralidae	Yuesthonychidae	Yuomyidae	Zalambdalestidae	Zapodidae	Zegdoumyidae	Zelomyidae	Zetamyidae	Zhangheotheriidae	Zhelestidae	Ziphiidae	Zofiabaataridae
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	10	0	0	0	0	0	4	0	0	0	0	0	0	115	2	0	5	0	0	0	18	0	54	2	0	0	0	6	18	11	0	0	28	54	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	152	0	6	2	0	0	0	0	15	4	22	0	1	36	0	0	0	0	0	0	0	0	0	21	0	0	0	0	5	0	0	0	0	0	2	6	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	41	5	3	0	2	0	0	0	0	0	41	0	2	0	0	0	19	6	0	15	0	8	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	15	0	16	0	0	0	0	12	0	0	11	0	0	0	4	0	0	0	0	0	0	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	25	0	0	0	1	0	0	0	0	0	0	3	29	2	0	0	3	0	0	0	1	2	22	9	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	1	0	0	21	57	0	20	1	0	0	3	1	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	4	1	3	0	0	0	0	0	0	1	0	2	14	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	2	0	1	3	0	0	0	22	6	0	16	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	6	0	0	0	0	5	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	2	37	3	0	0	0	0	0	0	0	0	0	0	0	20	3	0	17	0	0	12	0	9	5	0	0	2	2	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	19	32	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	22	0
2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	0	0	0	0	2	0	0	0	0	0	0	82	0	0	3	0	0	0	16	0	47	0	0	0	0	7	3	0	0	0	14	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	1	0	0	0	0	0	3	0	12	0	1	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	38	3	2	0	0	0	0	0	0	0	37	0	1	0	0	0	14	7	0	10	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	11	0	0	0	0	6	0	0	10	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	17	2	0	0	3	0	0	0	0	0	5	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	34	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	1	1	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	17	0	0	7	0	8	0	0	0	1	1	3	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	18	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	4	0	0	0	0	0	1	0	0	0	0	0	0	68	0	0	1	0	0	0	16	0	32	1	0	0	0	11	6	0	0	0	18	28	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	71	0	6	1	0	0	0	0	9	0	9	0	1	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	2	6	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	41	5	2	0	0	0	0	0	0	0	35	0	1	0	0	0	12	4	0	12	0	6	0	0	11	0	0	0	0	1	0	0	0	2	0	0	0	0	0	7	0	11	0	11	0	0	0	0	7	0	0	13	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	2	11	1	0	0	3	0	0	0	0	0	5	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	37	0	11	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	9	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	7	0	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	5	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	7	0	21	0	0	0	0	8	16	0	0	0	17	6	7	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	75	0	4	0	0	0	0	0	10	0	2	0	2	12	0	0	0	0	0	0	0	0	0	8	0	0	3	0	1	0	0	0	0	0	3	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	24	2	3	0	2	0	0	0	0	0	25	0	1	0	0	0	9	4	0	7	0	3	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	12	0	9	0	0	0	0	7	0	0	11	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	0	0	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	19	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	2	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	11	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	13	1	0	22	0	0	5	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	4	0	16	0	0	0	0	8	4	0	0	0	9	8	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	65	0	4	0	1	0	0	0	8	0	0	0	3	6	0	0	0	0	0	0	0	0	0	3	0	0	3	6	3	0	0	0	0	0	5	0	0	0	0	4	7	0	1	0	0	0	0	1	0	0	0	0	17	1	3	0	0	0	0	0	0	0	16	0	0	0	1	0	9	6	0	8	0	5	0	0	7	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	9	0	3	0	0	0	0	5	0	0	7	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	1	0	0	1	0	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	14	23	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	18	0	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	1	0	1	4	0	17	0	0	0	0	3	5	1	0	0	5	5	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	9	0	1	0	2	4	0	0	0	0	0	1	0	0	0	11	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	1	5	0	0	0	0	0	0	2	0	0	0	0	39	1	6	0	1	0	0	0	0	0	11	0	0	0	2	0	2	8	0	14	0	4	0	0	8	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	5	0	6	0	0	0	0	2	0	0	5	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	3	0	0	0	1	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	22	18	4	5	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	5	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	1	0	0	0	0	12	0	0	8	0	0	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	8	0	17	0	0	0	0	2	2	0	0	0	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	4	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	41	0	8	0	0	0	0	1	0	0	15	0	0	0	1	0	2	8	0	7	0	2	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	3	1	2	0	0	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	4	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	6	2	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	7	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	9	0	11	0	0	0	0	3	3	1	0	0	1	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	15	0	0	0	2	2	0	0	0	0	0	2	0	0	0	9	0	0	16	0	1	0	0	0	0	0	2	6	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	31	1	7	0	0	0	0	3	0	0	13	0	0	0	1	0	3	4	0	6	0	6	0	0	10	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	4	1	1	3	0	0	0	1	0	0	5	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	1	0	13	7	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	13	1	13	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0
